Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
pasangan suami istri saleh dan salihah kan mengaji bersama iya atau tidak ini malah main bareng pubg untung tidak ada yang memaki pasangan suami istri yahudi,0,0,0,0,0,0,0,0,0,0,0,0
cewek cewek bilang semua cowok itu berengsek tapi mereka salah gue bukan tipe cowok berengsek tapi gue cowok *** p,0,1,0,0,0,0,0,0,0,0,0,0
oke jadi barusan banget di malam jumat ini aku lagi workout kecil kecilan di kamar sebelum tidur kan nah pas lagi mengangkat mengangkat kaki tiba tiba aku dengar suara samar samar kayak tertawa begitu doooong *** tidak itu,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna kalau mardani jadi presiden mungkin dia jadi presiden manusia homo pertama di indonesia juragan,1,1,1,0,0,0,0,1,0,1,0,0
buddha yang teroris uniform resource locator,1,0,0,1,1,0,0,0,0,0,1,0
*** macam ivan kamu percayahadeuhh kakak nya jadi perebut laki orang saja bangga ya iyalah dia bilang hidup enggak usah jujur jujur amat dese hobi boboin lekong mulu saban ke bali,1,1,1,0,0,0,0,1,0,1,0,0
kami rela membagi kalian dengan ribuan bahkan jutaan elf lainnya di seluruh belahan elf cina,0,0,0,0,0,0,0,0,0,0,0,0
pengguna ya namanya juga ***,0,0,0,0,0,0,0,0,0,0,0,0
rt pengguna waspada letnan jenderal purna suryo prabowo situasi sekarang mirip dengan situasi jelang uniform resource locator,1,0,0,1,0,0,0,0,1,0,1,0
pengguna wkwk ***,1,1,1,0,0,0,0,0,1,1,0,0
pengguna itu namanya cari gampangnya saja aman yang mendalangi dan mengendalikan semuanya hukum mati padahal logikanya dimanaseorang yang dianggap teroris kelas dan diawasi super ketat kok bisa mengendalikan bom dimana mana tanpa terdeteksi,0,0,0,0,0,0,0,0,0,0,0,0
katekismus gereja katolik mengajarkan bahwa tubuh adalah bait allahnnnamun perihal dosa untuk tato dan minuman keras selalu relatif mengingat keduanya adalah bagian dari tradisi untuk etnis tertentunnbisa jadi dosa apabila dilandasi dengan niat destruktif,0,0,0,0,0,0,0,0,0,0,0,0
muuuaaak lihat muka sih tk kepret rr go publik,1,1,1,0,0,0,0,0,1,1,0,0
pengguna ngentot saja lebih seru,0,1,0,0,0,0,0,0,0,0,0,0
anak sampai saja pacarannya menonton anak kuliahan pacarannya sama laptop,0,0,0,0,0,0,0,0,0,0,0,0
pengguna bapakku *** tidak seram sih sebenarnya,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna yang *** itu lio evakuasi korban tidak becus menyalahkan orang lain logikanya *** *** kok bangga,1,1,1,0,0,0,0,0,1,1,0,0
cina itu racist makanya jangan biarkan cina kuasaidominasi rilihat cina singapura usir melayu dari kampungnya pengguna,1,0,0,1,0,1,0,0,0,0,1,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna matamu ***,1,1,1,0,0,0,1,0,0,1,0,0
akun pengguna masih dapat dilihat caranya tulis hikdun di kolom cari twitter enter muncul isi akun melihat lebih banyak klik more option,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna woiii goblok kalau produk *** *** macam kamu tidak boleh dipakai muslim apa dipromosikan ke negara muslim *** nih orang kebanyakan menelan sperma *** kamu ya muka tampang copet banyak *** kamu amplas dulu gih muka pakai parutan biar gante,1,1,1,0,1,0,1,0,0,1,0,0
bahkan jika kamu bertanya apa sih suka sama korea pop korea pop plastik *** tidak ada ganteng gantengnya he bisakah aku bertanya balik apa sih kamu suka sama yang barat barat atau yang lokal yang mata nya belo dan lain lain well itu means everyone has their own taste,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna yang benar bang berbicara itu partai komunis indonesia otk tidak,0,0,0,0,0,0,0,0,0,0,0,0
pengguna massa berkerumun tengah malam sengaja provokasi agar rusuh setelah diciduk lempar tudingan pemerintah pro *** ah basi,1,0,0,1,0,0,0,0,1,0,1,0
pengguna wah berarti bapak mendukung orang orang yang buang *** sembarangan nih dari pada orang yang memproteksi lautan rakyat indonesia bapak ijazah nya beli,1,0,1,0,0,0,0,0,1,1,0,0
pengguna pengguna ini sih nenek nenek bermulut *** mengoceh melulu tersedak bulu *** mati kamu nek pengguna,1,1,1,0,0,0,1,0,0,1,0,0
then last dia tunjuk rumah rumah hindu ada patung rumah buddha ada tokong tapi rumah islam itu it aku dapat point dia aku paham semua kamu tak kan boleh tahu seseorang itu betul betul ikut cara islam atau tak melainkan kamu lihat amalnya,0,0,0,0,0,0,0,0,0,0,0,0
wah luar biasa indekos ini memang jam setengah 2 pagi ada saja masih yang teriak teriak sepertinya menonton bareng begitu di indekos mana ada suara lakinya siap sepertinya yang bawaannya cewek mulu cuma gue doang di sampai gue pe,0,0,0,0,0,0,0,0,0,0,0,0
waktu temannya habis lihat ceramah di youtube jadi menurut kamu pemimpin itu harus laki laki iya di agama gue laki laki yang pantas jadi ooo kok,0,0,0,0,0,0,0,0,0,0,0,0
pengguna waktu masih mahasiswa anda teriak teriak anti soeharto dengan orde barunya sekarang anda jadi pendukung dan penjilat *** sisa sisa *** soeharto,1,1,1,0,0,0,0,0,1,1,0,0
tahun depan diprediksi akan jatuh orang orang yang mendatangkan warga cina tersebut,1,0,0,1,0,0,0,0,1,0,1,0
pengguna negeri *** iningak jelas status hukum nya,1,1,0,1,0,0,0,0,1,0,1,0
pengguna astaga sewa *** sekalian tidak pak,0,1,0,0,0,0,0,0,0,0,0,0
sudah ada penjajakan antara pemerintah kabupaten kebumenjateng dengan kamar dagang dan industri asing membahas kawasan industri di kecamatan petanahan apakah tidak ada negara lain selain asengncc pengguna pengguna pengguna pengguna pengguna pengguna pengguna,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna kak pengguna paham kristen dan budhannmendalami kedua agama tadinkok yakin betul dengan kesimpulan tidak ada kristen nusantara dan tidak ada buddha,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna anak partai komunis indonesia belum tentu juga partai komunis indonesia,0,0,0,0,0,0,0,0,0,0,0,0
pengguna ce ayo masuk dong mbikoz tanpa ada orang tionghoa di indonesia pertempuran sepanjang di jawa timur tidak akan mulus hingga hampir menggulingkan belanda waduh agak berkualitas twit ini,0,0,0,0,0,0,0,0,0,0,0,0
pengguna *** dosa gue masih banyak *** wkwk,0,1,0,0,0,0,0,0,0,0,0,0
28 anak mc donalds tidak ada yang benar anjirnnbobroknidiotnkampungnmalu maluinnngegasnntapi aku sayang karena mereka bikin ku tertawa wkwk,1,1,0,1,0,0,0,0,1,0,1,0
dit mau abang kasih rahasia tidak nbang bim main sama kak chaca saja sana adit mau sendirianneh dit serius nanti kalau kamu dengarkan kata abang gue izinkan maincraft dehntante jani bang bima berisik banget nndasar bocah *** uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0
pengguna pengguna kenapa lo *** ya,1,1,1,0,0,0,0,0,1,1,0,0
plt gubernur bengkulu rohidin mersyah hadir pada upacara kebangsaan badan nasional penanggulangan terorisme badan nasional penanggulangan terorisme bersama forum koordinasi pencegahan terorisme forum koordinasi pencegahan terorisme provinsi bengkulu di lapangan rektorat institut agama islam negeri institut agama islam negeri bengkulu 11,0,0,0,0,0,0,0,0,0,0,0,0
saat ada tagar semua lantang menentang tapi ketika sang presiden dikatakan kacung terdiam semuaada apajustru yang membela presiden mereka yang meneriakkan apa yang kemarin kemarin berteriak itu membenarkan ucapan anak itu,1,0,1,0,0,0,0,0,1,1,0,0
pengguna pengguna ada *** *** marah marah biasa ajaran nabi nya rendah hati dengan agama dengan umat paulus dan rajin mengaji kitab kuning,1,1,0,1,1,0,0,0,0,0,1,0
mari bersama menyukseskan pilihan kepala daerah malang nomor 1 madep mantep manetep rendra sanusi pilihan kepala daerah malang,0,0,0,0,0,0,0,0,0,0,0,0
rt pengguna niatnya ingin tidur tapi adik malah asyik mainkan *** gede koko kalau dimainkan jadi *** kan keenakan *** koko,0,1,0,0,0,0,0,0,0,0,0,0
pengguna mana peran *** jkwnnya namanya juya mereka saingan im,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna x pernah x *** *** tam,0,1,0,0,0,0,0,0,0,0,0,0
pengguna kenapa tidak ada kristen nusantara atau katolik nusantara,0,0,0,0,0,0,0,0,0,0,0,0
kalau lihat muka orang ini jadi ingin tertawa apa lagi lihat hidungnya,0,0,0,0,0,0,0,0,0,0,0,0
ada tidak ya workshop negosiasi dengan orang cina,0,0,0,0,0,0,0,0,0,0,0,0
pengguna wkwk tertawa *** ***,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna umar bin khattab kan punya jabatanjadi pas kalau masalah negara atau politikla kalau tengku dia jadi dewan perwakilan rakyat atau jadi menteri,0,0,0,0,0,0,0,0,0,0,0,0
komisi pemberantasan korupsi bubarkan,1,0,0,1,0,0,0,0,1,0,0,1
masih percaya saja sama cina heran semua pejabat di indonesia ini sama jongos cina dan kristen tegakkan hukum islam usir cina,1,1,0,1,1,1,0,0,0,0,0,1
kunci seorang menyanyi cuma 1tidak ***,0,0,0,0,0,0,0,0,0,0,0,0
visi dan misi islam nusantara bisa dikatakan mirip dengan visi dan misi partai komunis indonesia tentu dengan sedikit polesan maka akan terlihat cantik,0,0,0,0,0,0,0,0,0,0,0,0
juga kaitkan jokowi dengan ahok kata johan budi kata kami sebab jokowi *** sedangkan ahok *** ya jelas berbeda walaupun otaknya sama,1,1,1,0,0,0,0,0,1,1,0,0
pengguna pengguna lebih baik begitu dari pada *** sok malu tapi mau,1,0,1,0,0,0,0,0,1,1,0,0
pengguna pengguna pengguna emang gue pikir kalau individualnya adalah kiraan ada aturan baru yang menguntungkan pekerja seks komersial,0,0,0,0,0,0,0,0,0,0,0,0
rt pengguna yang beginian kecoak dan belatung pasti tidak paham yang mereka tahu hanya bagaimana mengambil kebijakan seenak jidatnya,0,1,0,0,0,0,0,0,0,0,0,0
bangsat salah gila,0,1,0,0,0,0,0,0,0,0,0,0
saat kita mengonsumsi jus bersama *** enzim yang terdapat di dalam ludah ikut masuk ke usus kecil amp memaksimalkan proses pencernaan,0,0,0,0,0,0,0,0,0,0,0,0
su pin siswi sekolah dasar katolik karya yosef 19781984 istrinya ronaldo pardede yang sah,0,0,0,0,0,0,0,0,0,0,0,0
fakta mega proyek pembangunan bandara kertajati yang sedikit dilupakan lewat peraturan daerah provinsi jabar no13 tahun gubernurnya pengguna pembangunan dimulai presiden susilo bambang yudhoyono 70 dana pembangunan menggunakan anggaran pendapatan dan belanja daerah jabar jika ada yang klaim sepenuhnya tidak te,0,0,0,0,0,0,0,0,0,0,0,0
sebuah pencitraan yang luwar biasa ya pak pengguna uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
lembaga swadaya masyarakat gerak menolak berita hoaks dan sukseskan pilihan kepala daerah di wilayah kediri kota,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna anda ygdunguminjem kata kata andalan profesor junjunganmu coba sebutkan salah satu kritik dari rocky gerung kritik lo ya bukan nyinyirsindirandan sebutan sebutan yang tidak bermutu lainnya coba saya tnyaklo yang jadi presiden sih prabowo kira kira sikapnya sama tidak,1,1,1,0,0,0,0,0,1,1,0,0
pengguna narkoba dari cina dosen dari cina hutang dari cina tenaga kerja asing dari cina kalau sampai dua periode saya yakin kurikulum nanti pun dari cina salam,1,0,1,0,0,1,0,0,0,1,0,0
pengguna pengguna pengguna wanda di medical check up di nerf habis kesal gue ya semuanya kena nerf sih tapi wanda *** banget setingkat harry potret dia,0,1,0,0,0,0,0,0,0,0,0,0
ganyang pkirasakan uniform resource locator,1,0,0,1,0,1,0,0,0,0,0,1
pengguna jijik *** kamu main twit juga,1,1,1,0,0,0,0,0,1,1,0,0
pilihan saya jokowi,0,0,0,0,0,0,0,0,0,0,0,0
berjilbab artinya tunduk patuh pada allah subhanahu wa taala yang menghalalkan ramadan yang berarti melegalkan korupsi,1,0,0,1,1,0,0,0,0,0,1,0
pengguna *** kamu jakarta,1,1,1,0,0,0,0,0,1,1,0,0
pengguna pengguna memang tidak aneh lihat biksu belajar buddha di mesir dari seorang syeikhmasaikhnnemg tidak aneh pendeta belajar kristen di saudi dari ulama,1,0,0,1,1,0,0,0,0,0,1,0
rt pengguna retweet hijab sange ingin dientotnnpart 1nnblowjob *** hijab ngentot orang berhijab sepong kontol nsangeberat,0,1,0,0,0,0,0,0,0,0,0,0
pengguna astagfirullah aku bacanya kembang kontol,0,1,0,0,0,0,0,0,0,0,0,0
warga badui setelah selesai memperingati tradisi seba di pendopo pemerintah kabupaten lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini sabtu 214,0,0,0,0,0,0,0,0,0,0,0,0
berita sonora presiden joko widodo jokowi akan membuka indonesia international motor show indonesia international motor show di jakarta international expo kemayoran jakarta pusat kamis,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna bongpresiden indonesia di ancam mau di bunuh segalaluh masih *** ajand ejek kacung bongnmasa mau jadi kacung sampai 2 priodenngw bukan warga kolam saja gerah presiden di hinanparah kamu bongdukungan kamu palsuxf,1,1,1,0,0,0,0,0,1,1,0,0
masih adakah anak rupiah yang dongok,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna itu menunjukkan nama tempat bung bukan entitas agama kristen jawa semisal nama masjid islam jawa sunda batak dan lain lain kecuali istilah yang terpampang islam jawa islam yoyakarta islam malaysia islam arab mungkin sama,0,0,0,0,0,0,0,0,0,0,0,0
ratusan ribu yang mau silaturahim ditinggal kabur bahkan harus merasakan perihnya terkena gas air mata oh waktu itu masih jauh dari pemilihan presiden,1,0,1,0,0,0,0,0,1,1,0,0
pengguna tanpa disadari oleh kitaberarti kita sudah dikelilingi tenaga kerja asing ya kalau diam diam mereka menyerang kita bagaimana karena kita kan lemah tidak mau melawanpekerjaan kita di ambil merekapun kita diam,0,0,0,0,0,0,0,0,0,0,0,0
pengguna jadi kalau masih mau mt tidak kena dare bajingan3,0,1,0,0,0,0,0,0,0,0,0,0
ooo diganti lagi libur lebaran 13 21 diubah 11 20 sama saja pasca lebaran nya dikurangi masa hari senin harus balik tanggal 18 2 hari di jalan kalau tidak macet tanggal 20 sama saja itu *** h 2 bakal menumpuk presiden ***,1,1,1,0,0,0,0,0,1,1,0,0
*** *** kotakkotak menangini pasti konspirasi wahyudi remason,1,1,0,1,1,0,0,0,0,0,1,0
kultural penelitian budaya dengan perangkat metodologi historis fakta amp kesimpulan masa lalu etnologi penelitian perilaku manusia penelitian praktis kasus mikro begitu bersifat behavioristik,0,0,0,0,0,0,0,0,0,0,0,0
setuju pak ar fokus poros ketiga hanya akan memecah suara play station jangan mau dikadali lagi,1,0,0,1,0,0,0,0,1,0,1,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna di televisi ada kok keterangan menteri kesehatan pada *** saja kuping nya,1,1,0,1,0,0,1,0,0,0,1,0
pengguna pengguna *** rusak,1,1,1,0,0,0,1,0,0,1,0,0
khofifah indar parawansa ingin bangun tempat perlindungan anak khofifah parawansa,0,0,0,0,0,0,0,0,0,0,0,0
rt pengguna retweet sayang yang mau belajar *** sampai pasangan kalian terkencing kencing,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna oh iya ya kapan otaknya sudah keropos di makan belatung ***,1,1,1,0,0,0,1,0,0,1,0,0
pengguna pengguna memang sih ahok itu siapa prestasi nol besar cuma bisa berbicara tainatau ahok punya rahasia kebusukan *** ini,1,1,1,0,0,0,0,0,1,1,0,0
rt pengguna hai jongos penista agama kami muslim sudah bangkit tidak akan dukung jongos ahok,1,1,1,0,1,0,0,0,0,1,0,0
musyrik yang mengantarkan ke kezaliman tutup dengan hafalan alquran dan hadis,0,0,0,0,0,0,0,0,0,0,0,0
bagi cinari negara masa depannya75tanah dikuasaisiap usir pribumi dengan dewa perang pengguna pengguna pengguna,1,0,0,1,0,1,0,0,0,0,1,0
pengguna ayo dilanjut ke cerita nya,0,0,0,0,0,0,0,0,0,0,0,0
pledis buka audisi di cina,0,0,0,0,0,0,0,0,0,0,0,0
pengguna harusnya bisa switch kata katanya jadi kami membagi takjil bukan bom,0,0,0,0,0,0,0,0,0,0,0,0
ini orang *** kok dipelihara sih anjing,1,1,1,0,0,0,0,0,1,1,0,0
apalagi mereka partai koalisi pendukung pemerintah yang juga diketahui sudah menjalin kerja sama politik dengan partai *** cina,1,0,0,1,0,1,0,0,0,0,1,0
pengguna kecebong kemana ya presiden dihina dan diancam diam saja nnatau mereka bermental kacung semua,1,1,0,1,0,0,0,0,1,0,1,0
pengguna di kementerian pendidikan dan kebudayaan masa tidak ada orang yang lebih lebih pintar sedikit untuk suggest film yang bagus untuk ditonton,1,0,0,1,0,0,0,0,1,0,1,0
pengguna pengguna ah *** adalah cuma bisa begitu jawabnya,1,1,0,1,0,0,0,0,1,0,1,0
pengguna ini aku bicarakan sama swasta katolik karena sekolahku dulu ginin spp mahal daftar ulang setiap naik kelas dan harus bayar laginn disiplin guru niat mengajar bersih pakai banget fasilitas oke banget kantinkafe susananya enak,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna,1,1,1,0,0,0,0,0,1,1,0,0
pengguna seperti melihat punuk ***,0,0,0,0,0,0,0,0,0,0,0,0
pengguna aaaaaaah aku lebih suka ava kayak tidak *** deh serius terus polisi nya aku tau itu suka main di film fbi,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengagum dan penggemar *** penista agama masih menjadi ancaman buat demokrasinmereka menghalalkan segala cara untuk membalas sakit hati nya dasar pengecut itu jongos jongos mulut *** kalau ini terus menerus terjadi malah tidak sampai september yang disama,1,1,0,1,1,0,1,0,0,0,1,0
pengguna tetapi pelajaran efek jera juga penting biar otak amp mulutnya tidak ikut ikut dengan orang orang belum mengakui pintar,0,1,0,0,0,0,0,0,0,0,0,0
pengguna gemuk itu alamiah nder wajar gendutan kalau memang sedang nafsu makan dan by the way *** enggak cuma berasal karena banyak makan bisa juga hormon penyakit genetik dan lain lain jadi jangan rendah diri dan mungkin bisa sambil olahraga dan jaga pola makan supaya se,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna yang memilih pasti *** dan para penghuni dunia gaib ustaz yang biasa kalau komen jorok,1,1,0,1,0,0,0,0,1,0,1,0
rt pengguna *** *** *** sama cowok straight manly *** gede minat booking whatsapp 085894931926 jakarta selatan only uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
gubernur jabar hebat,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna kenapa harus bom ya kayak yang benar menunjukkan kita ini siapa dengan embel masih bikin takut orang orang sebenarnya nya apalagi keluar yang menjadi korban,0,0,0,0,0,0,0,0,0,0,0,0
pengguna untung satu geng untung bukan tanya macam macam ke orang ***,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna,0,0,0,0,0,0,0,0,0,0,0,0
8 pada masa itu setidaknya ada 45 persen dari 47 juta warga bosnia memeluk agama islam sisanya adalah kristen ortodoks katolik protestan dan lainnya,0,0,0,0,0,0,0,0,0,0,0,0
6 siapa saja klien yang sudah pernah kamu tangani pengguna aku chat,0,0,0,0,0,0,0,0,0,0,0,0
pengguna terima kasih pak presiden yang selalu memberikan selamat dengan tulus semoga sehat selalu pak allah memberikan yang terbaik kepada pak jokowi amin salam dua periode,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna berarti *** jokowi sama saja dong ganti ah,1,0,1,0,0,0,0,0,1,1,0,0
responden responden yang goblok goblok belum paham juga wartawan berita satu juga *** nanti kalau aniessandy sudah memimpin sangat mudah,1,1,0,1,0,0,0,0,1,0,1,0
akun isinya tapi terus mengeluh di thailand kok banyak negara *** yang bantu kita di danau toba kok enggak ada yang bantuinxe2x8,0,0,0,0,0,0,0,0,0,0,0,0
pengguna tidak cukup hanya wanita yang baikbagaimana kalau wanita *** tapi baik yang dicari baikcantik dan pintar,0,0,0,0,0,0,0,0,0,0,0,0
presiden ri 1 1r soekarno 2 soeharto 3 3j habibie 4 abdurrahman wahid 5 soekarno putri 6 bambang yudhoyono 7 toko widodo 8 8,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna *** a matamu,1,1,1,0,0,0,1,0,0,1,0,0
melalui saudara mengaji semoga allah izinkan gus ipul mbak puti jadi gubernur dan wakil gubernur jawa timur saudara mengaji kota batu saudara mengaji jombang pengguna pengguna pengguna pengguna pengguna pengguna pengguna,0,0,0,0,0,0,0,0,0,0,0,0
pengguna sedih ik mbak cit pak *** bagaimana ya beliau kan selalu memberi target nem tiap tahun naik,0,0,0,0,0,0,0,0,0,0,0,0
waktu mata pelajaran ekonomi di smpsma bolos mas apa remedial,0,0,0,0,0,0,0,0,0,0,0,0
pengguna ya sudah maunya apa *** panci,0,0,0,0,0,0,0,0,0,0,0,0
pengguna giliran bela ahok yang tau kafir atau bukan cuma tuhan tapi urusan sorga dia yang kaplingnnliberalkocak inus gila,1,1,1,0,1,0,0,0,0,1,0,0
rt pengguna naib presiden ppbm kantoikan dap terima tajaan negara *** patutlah dap paling lantang tolak akta dana politik sebab mereka takut rahsia sumber duit untuk party kantoi tolak pakatan tolak dewan adat papua jombn bersamaan hebat negaraku,0,0,0,0,0,0,0,0,0,0,0,0
